Date,Adj Close,Volume
2014-09-17,457.3340148925781,21056800
2014-09-18,424.44000244140625,34483200
2014-09-19,394.7959899902344,37919700
2014-09-20,408.90399169921875,36863600
2014-09-21,398.8210144042969,26580100
2014-09-22,402.1520080566406,24127600
2014-09-23,435.7909851074219,45099500
2014-09-24,423.2049865722656,30627700
2014-09-25,411.5740051269531,26814400
2014-09-26,404.42498779296875,21460800
2014-09-27,399.5199890136719,15029300
2014-09-28,377.1809997558594,23613300
2014-09-29,375.4670104980469,32497700
2014-09-30,386.9440002441406,34707300
2014-10-01,383.614990234375,26229400
2014-10-02,375.0719909667969,21777700
2014-10-03,359.5119934082031,30901200
2014-10-04,328.8659973144531,47236500
2014-10-05,320.510009765625,83308096
2014-10-06,330.0790100097656,79011800
2014-10-07,336.18701171875,49199900
2014-10-08,352.94000244140625,54736300
2014-10-09,365.0260009765625,83641104
2014-10-10,361.56201171875,43665700
2014-10-11,362.29901123046875,13345200
2014-10-12,378.54901123046875,17552800
2014-10-13,390.41400146484375,35221400
2014-10-14,400.8699951171875,38491500
2014-10-15,394.77301025390625,25267100
2014-10-16,382.5559997558594,26990000
2014-10-17,383.75799560546875,13600700
2014-10-18,391.4419860839844,11416800
2014-10-19,389.5459899902344,5914570
2014-10-20,382.8450012207031,16419000
2014-10-21,386.4750061035156,14188900
2014-10-22,383.1579895019531,11641300
2014-10-23,358.4169921875,26456900
2014-10-24,358.3450012207031,15585700
2014-10-25,347.27099609375,18127500
2014-10-26,354.7040100097656,11272500
2014-10-27,352.989013671875,13033000
2014-10-28,357.6180114746094,7845880
2014-10-29,335.59100341796875,18192700
2014-10-30,345.30499267578125,30177900
2014-10-31,338.3210144042969,12545400
2014-11-01,325.7489929199219,16677200
2014-11-02,325.8919982910156,8603620
2014-11-03,327.5539855957031,12948500
2014-11-04,330.49200439453125,15655500
2014-11-05,339.4859924316406,19817200
2014-11-06,349.2900085449219,18797000
2014-11-07,342.4150085449219,16834200
2014-11-08,345.4880065917969,8535470
2014-11-09,363.2640075683594,24205600
2014-11-10,366.92401123046875,30450100
2014-11-11,367.69500732421875,15838900
2014-11-12,423.5610046386719,45783200
2014-11-13,420.7349853515625,58945000
2014-11-14,397.8179931640625,29589200
2014-11-15,376.13299560546875,15727500
2014-11-16,387.8819885253906,11905600
2014-11-17,387.4079895019531,41518800
2014-11-18,375.197998046875,32222500
2014-11-19,380.55499267578125,18931800
2014-11-20,357.8399963378906,25233200
2014-11-21,350.8479919433594,29850100
2014-11-22,352.9200134277344,15273000
2014-11-23,367.572998046875,15151600
2014-11-24,376.9010009765625,30930100
2014-11-25,375.3479919433594,25442200
2014-11-26,368.3699951171875,18601700
2014-11-27,369.6700134277344,8748030
2014-11-28,376.4469909667969,22946500
2014-11-29,375.4909973144531,15375600
2014-11-30,378.0469970703125,9194440
2014-12-01,379.2449951171875,11763000
2014-12-02,381.31500244140625,12364100
2014-12-03,375.010009765625,13340100
2014-12-04,369.60400390625,14529600
2014-12-05,376.85400390625,15181800
2014-12-06,374.7850036621094,7009320
2014-12-07,375.0950012207031,6491650
2014-12-08,361.90899658203125,18898700
2014-12-09,352.218994140625,32915500
2014-12-10,346.364990234375,16427700
2014-12-11,350.5060119628906,32431300
2014-12-12,352.5419921875,16989800
2014-12-13,347.3760070800781,11675900
2014-12-14,351.6319885253906,12415200
2014-12-15,345.3450012207031,17264200
2014-12-16,327.06201171875,30864900
2014-12-17,319.7760009765625,37567900
2014-12-18,311.39599609375,39173000
2014-12-19,317.8429870605469,23823100
2014-12-20,329.95599365234375,20856700
2014-12-21,320.8429870605469,15207600
2014-12-22,331.885986328125,22315100
2014-12-23,334.5719909667969,16574200
2014-12-24,322.53399658203125,15092300
2014-12-25,319.00799560546875,9883640
2014-12-26,327.92401123046875,16410500
2014-12-27,315.8630065917969,15185200
2014-12-28,317.239013671875,11676600
2014-12-29,312.6700134277344,12302500
2014-12-30,310.73699951171875,12528300
2014-12-31,320.1929931640625,13942900
2015-01-01,314.2489929199219,8036550
2015-01-02,315.0320129394531,7860650
2015-01-03,281.0820007324219,33054400
2015-01-04,264.19500732421875,55629100
2015-01-05,274.4739990234375,43962800
2015-01-06,286.1889953613281,23245700
2015-01-07,294.3370056152344,24866800
2015-01-08,283.3489990234375,19982500
2015-01-09,290.4079895019531,18718600
2015-01-10,274.7959899902344,15264300
2015-01-11,265.6600036621094,18200800
2015-01-12,267.7959899902344,18880300
2015-01-13,225.86099243164062,72843904
2015-01-14,178.10299682617188,97638704
2015-01-15,209.843994140625,81773504
2015-01-16,208.0970001220703,38421000
2015-01-17,199.25999450683594,23469700
2015-01-18,210.33900451660156,30085100
2015-01-19,214.86099243164062,18658300
2015-01-20,211.31500244140625,24051100
2015-01-21,226.89700317382812,29924600
2015-01-22,233.406005859375,33544600
2015-01-23,232.87899780273438,24621700
2015-01-24,247.8470001220703,24782500
2015-01-25,253.71800231933594,33582700
2015-01-26,273.4729919433594,106794000
2015-01-27,263.4750061035156,44399000
2015-01-28,233.9149932861328,44352200
2015-01-29,233.51300048828125,32213400
2015-01-30,226.4250030517578,26605200
2015-01-31,217.46400451660156,23348200
2015-02-01,226.9720001220703,29128500
2015-02-02,238.22900390625,30612100
2015-02-03,227.26800537109375,40783700
2015-02-04,226.85299682617188,26594300
2015-02-05,217.11099243164062,22516400
2015-02-06,222.26600646972656,24435300
2015-02-07,227.75399780273438,21604200
2015-02-08,223.41200256347656,17145200
2015-02-09,220.11000061035156,27791300
2015-02-10,219.83900451660156,21115100
2015-02-11,219.18499755859375,17201900
2015-02-12,221.76400756835938,15206200
2015-02-13,235.427001953125,42744400
2015-02-14,257.3210144042969,49732500
2015-02-15,234.8249969482422,56552400
2015-02-16,233.84300231933594,28153700
2015-02-17,243.61000061035156,27363100
2015-02-18,236.3260040283203,25200800
2015-02-19,240.2830047607422,18270500
2015-02-20,243.7790069580078,23876700
2015-02-21,244.53399658203125,12284200
2015-02-22,235.9770050048828,19527000
2015-02-23,238.89199829101562,16400000
2015-02-24,238.73500061035156,14200400
2015-02-25,237.47000122070312,11496200
2015-02-26,236.42599487304688,13619400
2015-02-27,253.8280029296875,44013900
2015-02-28,254.26300048828125,13949300
2015-03-01,260.2019958496094,25213700
2015-03-02,275.6700134277344,40465700
2015-03-03,281.7019958496094,50461300
2015-03-04,273.0920104980469,41383000
2015-03-05,276.1780090332031,41302400
2015-03-06,272.7229919433594,28918900
2015-03-07,276.260986328125,17825900
2015-03-08,274.35400390625,22067900
2015-03-09,289.60699462890625,59178200
2015-03-10,291.760009765625,67770800
2015-03-11,296.3789978027344,33963900
2015-03-12,294.35400390625,32585200
2015-03-13,285.3370056152344,31421500
2015-03-14,281.885009765625,22612300
2015-03-15,286.39300537109375,11970100
2015-03-16,290.5929870605469,21516100
2015-03-17,285.5050048828125,21497200
2015-03-18,256.29901123046875,57008000
2015-03-19,260.9280090332031,52732000
2015-03-20,261.7489929199219,18456700
2015-03-21,260.0249938964844,17130100
2015-03-22,267.9599914550781,18438100
2015-03-23,266.739990234375,22811900
2015-03-24,245.59500122070312,40073700
2015-03-25,246.19700622558594,35866900
2015-03-26,248.53199768066406,25730000
2015-03-27,247.0290069580078,17274900
2015-03-28,252.79800415039062,16040900
2015-03-29,242.71299743652344,21699400
2015-03-30,247.5260009765625,23009600
2015-03-31,244.2239990234375,22672000
2015-04-01,247.27200317382812,22877200
2015-04-02,253.0050048828125,26272600
2015-04-03,254.32200622558594,23146600
2015-04-04,253.69700622558594,12493500
2015-04-05,260.5979919433594,19649200
2015-04-06,255.49200439453125,20034200
2015-04-07,253.17999267578125,18467400
2015-04-08,245.02200317382812,30086400
2015-04-09,243.67599487304688,21643500
2015-04-10,236.07200622558594,28882000
2015-04-11,236.552001953125,16365200
2015-04-12,236.1529998779297,12387900
2015-04-13,224.58700561523438,31181800
2015-04-14,219.15899658203125,31719000
2015-04-15,223.83299255371094,22562000
2015-04-16,228.572998046875,24805400
2015-04-17,222.8820037841797,20429800
2015-04-18,223.3560028076172,12939000
2015-04-19,222.60000610351562,15021500
2015-04-20,224.62600708007812,18364700
2015-04-21,235.2689971923828,24978000
2015-04-22,234.17599487304688,23847900
2015-04-23,236.46200561523438,17036000
2015-04-24,231.26800537109375,21448700
2015-04-25,226.38999938964844,13957200
2015-04-26,219.42999267578125,28943700
2015-04-27,229.28599548339844,38574000
2015-04-28,225.85499572753906,21469200
2015-04-29,225.80799865722656,18936500
2015-04-30,236.14500427246094,33818600
2015-05-01,232.07899475097656,18815300
2015-05-02,234.92999267578125,12535500
2015-05-03,240.35800170898438,18494100
2015-05-04,239.01800537109375,21223400
2015-05-05,236.12100219726562,23929100
2015-05-06,229.78199768066406,29587200
2015-05-07,237.33399963378906,29064400
2015-05-08,243.86300659179688,27445500
2015-05-09,241.83200073242188,19790500
2015-05-10,240.29600524902344,15019100
2015-05-11,242.1580047607422,20892300
2015-05-12,241.11199951171875,19282600
2015-05-13,236.3769989013672,27180100
